省份：安徽----------------------------------------------------------------------------------------------------
省份：安徽       | 城市：安庆       | 区县：宿松县          | 代售点：宿松县汇口镇代售点                                           | 代售点地址：安徽省宿松县汇口镇德化路64号                                                     | 营业时间：0730 -1830  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：牡丹区          | 代售点：菏泽润泽阳光广告有限公司                                     | 代售点地址：山东省菏泽市牡丹区牡丹北路国花汽车站三信超市                                     | 营业时间：0730 -1930  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：牡丹区          | 代售点：菏泽运通商贸服务有限公司                                     | 代售点地址：山东省菏泽市牡丹区牡丹南路16号太阳城大酒店一楼                                   | 营业时间：0730 -1930  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：牡丹区          | 代售点：旅广集团菏泽开发区方华票务服务有限公司客票代售点             | 代售点地址：山东省菏泽市牡丹区菏泽市中华路768号                                              | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：牡丹区          | 代售点：菏泽市牡丹区都丽建筑安装有限公司                             | 代售点地址：山东省菏泽市牡丹区汽车总站北门佳合宾馆楼下                                       | 营业时间：0630 -2000  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：牡丹区          | 代售点：旅广集团牡丹区宏胜票务服务中心客票代售点                     | 代售点地址：山东省菏泽市牡丹区菏泽市康庄路与解放大街交叉口                                   | 营业时间：0800 -1900  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：牡丹区          | 代售点：旅广集团菏泽开发区圣伟票务服务有限公司客票代售点             | 代售点地址：山东省菏泽市牡丹区中华东路代售点                                                 | 营业时间：0800 -1900  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：牡丹区          | 代售点：旅广集团菏泽市邮政局客票代售点                               | 代售点地址：山东省菏泽市牡丹区菏泽市中华东路火车站北临邮政大楼                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：牡丹区          | 代售点：旅广集团菏泽市开发区指南针智能交通服务有限公司客票代售点     | 代售点地址：山东省菏泽市牡丹区中华西路汽车西站出站口南邻                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：旅广集团菏泽市定陶县孟海镇客票代售点                         | 代售点地址：菏泽市定陶县孟海镇                                                               | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：郓城县水浒旅行社有限公司                                     | 代售点地址：山东省菏泽市郓城县汽车站南门对过                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：旅广集团菏泽市邮政局客票代售点                               | 代售点地址：山东省菏泽市郓城县临城路中段邮政局                                               | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：旅广集团菏泽市东明县沙窝镇客票代售点                         | 代售点地址：菏泽市东明县沙窝镇沙沃庙南300米齐声电器                                          | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：旅广集团郓城县富友电子商务有限公司客票代售点                 | 代售点地址：山东省郓城县外贸路口水浒大厦楼下                                                 | 营业时间：0800 -1900  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：旅广集团郓城亿佰康商贸有限公司客票代售点                     | 代售点地址：山东省菏泽市郓城县金河路中段建设银行东邻                                         | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：旅广集团菏泽市东明县刘楼镇客票代售点                         | 代售点地址：菏泽市东明县刘楼镇春亭行政村十字街路东                                           | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：旅广集团郓城县汇鑫源彩厂客票代售点                           | 代售点地址：山东省菏泽市郓城县金河路东段汽车站对面视明眼镜楼下                               | 营业时间：0730 -1800  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：郓城县          | 代售点：旅广集团菏泽交通集团第六汽车运输公司客票代售点               | 代售点地址：山东省菏泽市郓城县金河路中段物资局一楼                                           | 营业时间：0800 -1900  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：鄄城县          | 代售点：鄄城供销合作社城区分社                                       | 代售点地址：山东省菏泽市鄄城县青年路中段汽车站对过                                           | 营业时间：0700 -1900  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：鄄城县          | 代售点：旅广集团鄄城顺达信息服务部客票代售点                         | 代售点地址：山东省菏泽市鄄城县陈王路南头路西                                                 | 营业时间：0700 -1900  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：鄄城县          | 代售点：旅广集团菏泽市邮政局客票代售点                               | 代售点地址：山东省菏泽市鄄城县鄄四路568号邮局                                                | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：鄄城县          | 代售点：旅广集团鄄城县存站农机服务专业合作社客票代售点               | 代售点地址：山东省菏泽市鄄城县什集镇南华康新村                                               | 营业时间：0700 -1900  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：鄄城县          | 代售点：旅广集团鄄城县存站农机服务专业合作社客票代售点               | 代售点地址：山东省菏泽市鄄城县吉山镇邮政储蓄银行对面                                         | 营业时间：0700 -1900  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：兰陵县          | 代售点：旅广集团72号客票代售点                                       | 代售点地址：山东省临沂市兰陵县会宝路东段（碧翠园小区）                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：兰山区          | 代售点：临沂市兰山区沂蒙路客票代售点                                 | 代售点地址：临沂市兰山区沂蒙路356号                                                          | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：兰山区          | 代售点：旅广集团125号客票代售点                                      | 代售点地址：山东省临沂市兰山区沂蒙路356号                                                    | 营业时间：0800 -1830  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：兰山区          | 代售点：临沂全顺票务速递有限公司23号窗                               | 代售点地址：山东省临沂市兰山区通达路与红旗路交汇处南20米路西                                 | 营业时间：0800 -1830  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：兰山区          | 代售点：旅广集团65号客票代售点                                       | 代售点地址：山东省临沂市兰山区沂蒙路新华书店办公区对面西苑小区西北组一号楼                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：兰山区          | 代售点：临沂仁创商贸有限公司24号窗                                   | 代售点地址：山东省临沂市兰山区琅琊王路15-4（长途汽车站西邻七天连锁酒店一楼）                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：临沭县          | 代售点：临沭客票代售点                                               | 代售点地址：山东临沂市临沭县苍山路101号                                                      | 营业时间：0730 -1700  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：罗庄区          | 代售点：临沂市罗庄区罗四路315号                                      | 代售点地址：临沂市罗庄区罗四路315号                                                          | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：罗庄区          | 代售点：旅广集团71号客票代售点                                       | 代售点地址：山东省临沂市罗庄区双月湖路与罗六路交汇处                                         | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：蒙阴县          | 代售点：旅广集团蒙阴汽车站代售点                                     | 代售点地址：山东省临沂市蒙阴县新城路汽车站                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：沂南县          | 代售点：旅广集团73号客票代售点                                       | 代售点地址：山东省临沂市沂南县历山路71号                                                     | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：沂南县          | 代售点：旅广集团82号客票代售点                                       | 代售点地址：山东省临沂市沂南县历山路与澳柯玛大道交汇处华苑大酒店一楼                         | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：沂水县          | 代售点：旅广集团78号客票代售点                                       | 代售点地址：山东省临沂市沂水县许家湖镇于家官庄村                                             | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：沂水县          | 代售点：沂水金国利经贸商行5号窗                                      | 代售点地址：山东省临沂市沂水县长安路（商业宾馆东大门北侧）                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：沂水县          | 代售点：旅广集团80号客票代售点                                       | 代售点地址：山东省临沂市沂水县双城路南东区（环宇大酒店一楼）                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：郯城县          | 代售点：旅广集团69号客票代售点                                       | 代售点地址：山东省临沂市郯城县人民路239                                                      | 营业时间：0800 -1830  | 窗口数量：1 
省份：山东       | 城市：临沂       | 区县：莒南县          | 代售点：旅广集团83号客票代售点                                       | 代售点地址：山东省临沂市莒南县莒南火车站广场                                                 | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：东港区          | 代售点：旅广集团日升宾馆代售点                                       | 代售点地址：山东省日照市东港区日照南路日升宾馆                                               | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：东港区          | 代售点：日照云波旅行社有限公司代售点                                 | 代售点地址：山东省日照市东港区海曲东路128号                                                  | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：东港区          | 代售点：旅广集团日照海滨三路15号代售点                               | 代售点地址：山东省日照市东港区海滨三路15号                                                   | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：东港区          | 代售点：旅广集团日照市海滨三路23号代售点                             | 代售点地址：山东省日照市东港区海滨三路23号                                                   | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：东港区          | 代售点：旅广集团日照市海曲中路109号代售点                            | 代售点地址：山东省日照市东港区海曲中路109号                                                  | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：东港区          | 代售点：旅广集团日照市林滩代售点                                     | 代售点地址：山东省日照市东港区黄海一路林滩居委会八号                                         | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：东港区          | 代售点：旅广集团兴海路东段八建公司代售点                             | 代售点地址：山东省日照市东港区兴海路东段八建公司                                             | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：东港区          | 代售点：旅广集团日照山海天度假区太公三路18号代售点                   | 代售点地址：山东省日照市东港区山海天度假区太公三路18号                                       | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：五莲县          | 代售点：五莲平安铁路售票处                                           | 代售点地址：山东省日照市五莲县山东路与黄海路交汇处                                           | 营业时间：0730 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：莒县            | 代售点：旅广集团莒县银杏大道100号代售点                              | 代售点地址：山东省日照市莒县银杏大道100号                                                    | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：莒县            | 代售点：旅广集团日照市莒县市政公司代售点                             | 代售点地址：山东省日照市莒县文心中路10号市政公司一楼                                         | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：日照       | 区县：岚山区          | 代售点：旅广集团日照市岚山区观海路北首区委广场门店代售点             | 代售点地址：山东省日照市岚山区岚山西路508号尚景名庭路南沿街                                  | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：高新区          | 代售点：旅广集团枣庄光明路代售点                                     | 代售点地址：山东省枣庄市高新区光明路1738号                                                   | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：市中区          | 代售点：旅广集团中铁枣庄青檀路代售点                                 | 代售点地址：山东省枣庄市市中区青檀路北路130号                                                | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：市中区          | 代售点：枣庄恒通商务有限公司客票代售点                               | 代售点地址：山东省枣庄市市中区青檀中路10号                                                   | 营业时间：0800 -1630  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：市中区          | 代售点：旅广集团中铁枣庄地铁代售点窗口1                              | 代售点地址：山东省枣庄市市中区解放北路169号                                                  | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：市中区          | 代售点：旅广集团中铁枣庄地铁代售点窗口2                              | 代售点地址：山东省枣庄市市中区解放北路169号                                                  | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：台儿庄区        | 代售点：台儿庄区兴中路远航客票代售点                                 | 代售点地址：山东省枣庄市台儿庄区兴中路199号                                                  | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：峄城区          | 代售点：旅广集团中铁枣庄峄城代售点                                   | 代售点地址：山东省枣庄市峄城区承水东路3号                                                    | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：峄城区          | 代售点：旅广集团峄城桃花路邮政代售点                                 | 代售点地址：山东省枣庄市峄城区中兴大道523号                                                  | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：滕州市          | 代售点：旅广集团山东中铁国旅代售点                                   | 代售点地址：山东省枣庄市滕州市府前东路19号                                                   | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：滕州市          | 代售点：滕州市青年旅行社有限责任公司                                 | 代售点地址：山东省枣庄市滕州市善国北路66号                                                   | 营业时间：0800 -2000  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：滕州市          | 代售点：旅广集团滕州市博伟电器代售点                                 | 代售点地址：山东省枣庄市滕州市大同路博伟电器圆弧处                                           | 营业时间：0800 -2100  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：滕州市          | 代售点：旅广集团山东中铁邮政枣庄滕州市荆河路支局代售点               | 代售点地址：山东省枣庄市滕州站荆河路60号                                                     | 营业时间：0800 -1900  | 窗口数量：1 
省份：山东       | 城市：枣庄       | 区县：滕州市          | 代售点：滕州市东方旅游有限责任公司                                   | 代售点地址：山东省枣庄市滕州市荆河中路18号问天广场商务大厦B座一楼                            | 营业时间：0800 -2000  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：滨城区          | 代售点：山东滨州交通国际旅行社有限责任公司                           | 代售点地址：山东省滨州市滨城区渤海六路666号                                                  | 营业时间：     -      | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：滨城区          | 代售点：滨州市滨城区长青铁路票务中心                                 | 代售点地址：山东省滨州市滨城区富泽商贸街南区110号                                            | 营业时间：0730 -1800  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：滨城区          | 代售点：旅广集团31号代售点                                           | 代售点地址：山东省滨州市滨城区黄河五路渤海17-1路滨州日报一楼                                 | 营业时间：0830 -1730  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：滨城区          | 代售点：旅广集团滨州国商客票代售点                                   | 代售点地址：山东省滨州市滨城区黄河六路540号化工局沿街房                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：滨城区          | 代售点：旅广集团山东途途网络科技有限公司客票代售点                   | 代售点地址：山东省滨州市滨城区黄河十路531号                                                  | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：滨城区          | 代售点：旅广集团山东滨州中国旅行社有限公司客票代售点                 | 代售点地址：山东省滨州市滨城区黄河浩泰城5区A座商住楼一层                                     | 营业时间：0830 -1830  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：博兴县          | 代售点：山东博兴新世纪旅行社                                         | 代售点地址：山东省滨州市博兴县博城六路137号                                                  | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：惠民县          | 代售点：旅广集团惠民县邮政客票代售点                                 | 代售点地址：山东省滨州市惠民县南关大街286号                                                  | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：阳信县          | 代售点：旅广集团山东滨州交运集团有限责任公司阳信汽车站               | 代售点地址：山东省滨州市阳信县阳城八路2008号                                                 | 营业时间：0530 -1700  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：沾化区          | 代售点：旅广集团ZC-30H代售点                                         | 代售点地址：山东省滨州市沾化区文化路428号                                                    | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：邹平县          | 代售点：旅广集团邹平县邮政客票代售点                                 | 代售点地址：山东省滨州市邹平县黄山二路42号                                                   | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：邹平县          | 代售点：邹平县金达旅游有限责任公司                                   | 代售点地址：山东省滨州市邹平县城黄山三路84号                                                 | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：滨州       | 区县：邹平县          | 代售点：旅广集团滨州市邹平汽车站有限责任公司代售点                   | 代售点地址：山东省滨州市邹平县汽车站                                                         | 营业时间：0530 -1730  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：东营华夏会务有限公司                                         | 代售点地址：山东省东营市东营区淄博路1号                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：东营市黄河三角洲旅行社                                       | 代售点地址：山东省东营市东营区济南路30号                                                     | 营业时间：0730 -1730  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：山东省黄河口国际旅行社                                       | 代售点地址：山东省东营市东营区胜兴路68号                                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：东营区油城商务会务服务中心                                   | 代售点地址：山东省东营市东营区东三路135号                                                    | 营业时间：0800 -1830  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：东营市交通运输集团有限公司                                   | 代售点地址：山东省东营市东营区黄河路355号                                                    | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：旅广集团东营邮政28号窗口                                     | 代售点地址：山东省东营市东营区府前大街132号                                                  | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：东营大华航空服务有限责任公司                                 | 代售点地址：山东省东营市东营区胜兴街18号                                                     | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：东营市交通旅行社有限责任公司                                 | 代售点地址：山东省东营市东营区济南路198号                                                    | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：胜利油田胜中会务服务有限公司                                 | 代售点地址：山东省东营市东营区西四路715号                                                    | 营业时间：0730 -1800  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：旅广集团胜利油田豪威国际旅行社                               | 代售点地址：山东省东营市东营区西城西三路19号                                                 | 营业时间：0800 -1700  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：东营区          | 代售点：旅广集团东营市友好国际旅行社有限公司                         | 代售点地址：山东省东营市东营区西四路268号                                                    | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：东营       | 区县：广饶县          | 代售点：青铁物流服务有限公司广饶分公司                               | 代售点地址：山东省东营市广饶县财富广场D03号                                                  | 营业时间：0730 -1800  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：东明县          | 代售点：河南中原铁道物流有限公司东明县五四路客票代售点               | 代售点地址：山东省菏泽市东明县五四路交警大队门口                                             | 营业时间：0800 -1730  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：成武县          | 代售点：河南中原铁道物流有限公司成武县客票代售点                     | 代售点地址：菏泽市成武县先农坛西街159号                                                      | 营业时间：0800 -1800  | 窗口数量：1 
省份：山东       | 城市：菏泽       | 区县：单县            | 代售点：河南中原铁道物流有限公司单县舜师路客票代售点                 | 代售点地址：菏泽市单县舜师路三信超市楼下                                                     | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海----------------------------------------------------------------------------------------------------
省份：上海       | 城市：上海       | 区县：浦东新区        | 代售点：上海第四十自助客票代售点                                     | 代售点地址：上海市浦东新区商城路1088号                                                       | 营业时间：0900 -1630  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：浦东新区        | 代售点：上海第二十七自助客票代售点                                   | 代售点地址：上海市浦东新区灵山路845号                                                        | 营业时间：0000 -0000  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：浦东新区        | 代售点：上海第三十九自助客票代售点                                   | 代售点地址：上海市浦东新区世纪大道211号                                                      | 营业时间：0000 -0000  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：浦东新区        | 代售点：上海第三十五自助客票代售点                                   | 代售点地址：上海市浦东新区东昌路498弄15号                                                    | 营业时间：0900 -1630  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：浦东新区        | 代售点：上海第三十四自助客票代售点                                   | 代售点地址：上海市浦东新区商城路1177弄12号                                                   | 营业时间：0900 -1630  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：浦东新区        | 代售点：上海第三十六自助客票代售点                                   | 代售点地址：上海市浦东新区浦东南路575弄25号                                                  | 营业时间：0900 -1630  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：泰和路客票代售点                                             | 代售点地址：上海市宝山区泰和路5号                                                            | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：华灵路客票代售点                                             | 代售点地址：上海市宝山区华灵路849号                                                          | 营业时间：0800 -1700  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：电台路客票代售点                                             | 代售点地址：上海市宝山区电台路530号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：淞兴西路客票代售点                                           | 代售点地址：上海市宝山区淞兴西路37号                                                         | 营业时间：0800 -1900  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：长江西路客票代售点                                           | 代售点地址：上海市宝山区长江西路1808号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：友谊支路客票代售点                                           | 代售点地址：上海市宝山区友谊路37号-5临                                                       | 营业时间：0800 -1900  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：祁北东路客票代售点                                           | 代售点地址：上海市宝山区祁北东路219号                                                        | 营业时间：0830 -1700  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：杨泰路客票代售点                                             | 代售点地址：上海市宝山区杨泰路510弄13号                                                      | 营业时间：0800 -1730  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：东太路客票代售点                                             | 代售点地址：上海市宝山区东太路301号（东门）                                                  | 营业时间：0830 -1700  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：宝山区          | 代售点：菊太路客票代售点                                             | 代售点地址：上海市宝山区菊太路325弄1号楼1002号                                               | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：长宁区          | 代售点：长宁路客票代售点                                             | 代售点地址：上海市长宁区长宁路707号                                                          | 营业时间：0800 -1900  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：长宁区          | 代售点：新华路客票代售点                                             | 代售点地址：上海市长宁区新华路417号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：长宁区          | 代售点：娄山关路客票代售点                                           | 代售点地址：上海市长宁区娄山关路458号                                                        | 营业时间：0800 -1900  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：长宁区          | 代售点：天山西路客票代售点                                           | 代售点地址：上海市长宁区天山西路160号                                                        | 营业时间：0800 -1830  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：长宁区          | 代售点：水城路第二客票代售点                                         | 代售点地址：上海市长宁区水城路787号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：长宁区          | 代售点：上海第七自助客票代售点                                       | 代售点地址：上海市长宁区长宁路1397号                                                         | 营业时间：0000 -0000  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：长宁区          | 代售点：东诸安浜路客票代售点                                         | 代售点地址：上海市长宁区东诸安浜路168号                                                      | 营业时间：0800 -1700  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：长宁区          | 代售点：虹桥机场客票代售点                                           | 代售点地址：上海市长宁区虹桥机场T2航站楼出发层F17柜台                                        | 营业时间：0800 -2000  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：崇明县          | 代售点：崇明南门支路客票代售点                                       | 代售点地址：上海市崇明县南门支路93号                                                         | 营业时间：0800 -1700  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：崇明县          | 代售点：凤闸东客票代售点                                             | 代售点地址：上海市崇明县长兴岛凤闸东路152号                                                  | 营业时间：0800 -1700  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：奉贤区          | 代售点：城大路客票代售点                                             | 代售点地址：上海市奉贤区城大路118号                                                          | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：奉贤区          | 代售点：上海第二十五自助客票代售点                                   | 代售点地址：上海市奉贤区海恩路999号                                                          | 营业时间：0000 -0000  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：奉贤区          | 代售点：南奉公路第二客票代售点                                       | 代售点地址：上海市奉贤区南奉公路8771号                                                       | 营业时间：0800 -1730  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：奉贤区          | 代售点：南奉公路第一客票代售点                                       | 代售点地址：上海市奉贤区南奉公路9257号                                                       | 营业时间：0800 -1700  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：奉贤区          | 代售点：沪杭公路客票代售点                                           | 代售点地址：上海市奉贤区沪杭公路107号-35                                                     | 营业时间：0800 -1730  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：虹口区          | 代售点：水电路客票代售点                                             | 代售点地址：上海市虹口区水电路641号                                                          | 营业时间：0800 -1830  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：虹口区          | 代售点：吴淞路客票代售点                                             | 代售点地址：上海市虹口区吴淞路205号                                                          | 营业时间：0800 -2000  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：虹口区          | 代售点：宝安支路客票代售点                                           | 代售点地址：上海市虹口区宝安支路19号                                                         | 营业时间：0000 -0000  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：虹口区          | 代售点：车站南路客票代售点                                           | 代售点地址：上海市虹口区车站南路428号                                                        | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：虹口区          | 代售点：上海第十七自助客票代售点                                     | 代售点地址：上海市虹口区宝山路452号                                                          | 营业时间：0000 -0000  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：虹口区          | 代售点：四川北路客票代售点                                           | 代售点地址：上海市虹口区四川北路2288号                                                       | 营业时间：0800 -1800  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：黄浦区          | 代售点：福州路客票代售点                                             | 代售点地址：上海市黄浦区福州路431号                                                          | 营业时间：0800 -1700  | 窗口数量：1 
省份：上海       | 城市：上海       | 区县：黄浦区          | 代售点：鲁班路客票代售点                                             | 代售点地址：上海市黄浦区鲁班路193号                                                          | 营业时间：0800 -1700  | 窗口数量：1 
